customer_id,recency,frequency,monetary,R_score,F_score,M_score,segment,primary_country,total_transactions,unique_invoices,unique_products,first_purchase,last_purchase,customer_lifespan_days
16938,8,9,6995.36,5,5,5,Champions,UNITED KINGDOM,824,9,547,2010-02-17 14:47:00,2011-12-01 10:20:00,651
16939,488,3,433.85,1,3,2,At Risk,UNITED KINGDOM,41,3,38,2010-02-28 13:33:00,2010-08-08 12:24:00,160
16940,51,8,6427.66,4,5,5,Champions,UNITED KINGDOM,629,8,360,2009-12-08 13:08:00,2011-10-18 13:15:00,679
16941,611,1,33.0,1,2,1,At Risk,UNITED KINGDOM,2,1,2,2010-04-07 11:13:00,2010-04-07 11:13:00,0
16942,12,9,1904.99,5,5,4,Champions,UNITED KINGDOM,277,9,159,2011-04-26 11:59:00,2011-11-27 12:40:00,215
16943,211,3,816.73,2,3,3,At Risk,UNITED KINGDOM,33,3,23,2011-01-25 14:00:00,2011-05-12 11:57:00,106
16944,609,1,101.36,1,2,1,At Risk,UNITED KINGDOM,7,1,7,2010-04-09 11:03:00,2010-04-09 11:03:00,0
16945,21,33,8548.16,4,5,5,Champions,UNITED KINGDOM,474,33,231,2009-12-09 11:33:00,2011-11-18 11:39:00,709
16946,382,5,1222.04,2,4,4,At Risk,UNITED KINGDOM,75,5,69,2010-03-02 10:49:00,2010-11-21 14:06:00,264
16947,235,4,946.71,2,4,3,At Risk,UNITED KINGDOM,52,4,49,2010-03-03 10:54:00,2011-04-18 09:38:00,410
16948,138,7,868.77,3,4,3,Loyal Customers,UNITED KINGDOM,43,7,20,2010-02-21 13:48:00,2011-07-24 12:46:00,517
16949,3,6,1286.27,5,4,4,Champions,UNITED KINGDOM,60,6,57,2011-01-27 12:11:00,2011-12-06 11:07:00,312
16950,56,10,3533.77,4,5,5,Champions,UNITED KINGDOM,143,10,110,2010-01-24 11:26:00,2011-10-14 09:06:00,627
16951,134,3,1277.75,3,3,4,Big Spenders,UNITED KINGDOM,86,3,73,2011-02-08 14:58:00,2011-07-28 12:05:00,169
16952,108,5,795.83,3,4,3,Loyal Customers,UNITED KINGDOM,87,5,76,2009-12-11 13:52:00,2011-08-22 13:03:00,618
16953,29,1,20.8,4,2,1,Potential Loyalists,UNITED KINGDOM,1,1,1,2011-11-09 15:54:00,2011-11-09 15:54:00,0
16954,0,20,6081.88,5,5,5,Champions,UNITED KINGDOM,206,20,83,2010-01-18 14:49:00,2011-12-09 09:46:00,689
16955,184,6,1120.31,3,4,3,Loyal Customers,UNITED KINGDOM,50,6,33,2010-01-31 11:38:00,2011-06-08 10:36:00,492
16956,17,1,308.74,5,2,2,Potential Loyalists,UNITED KINGDOM,16,1,16,2011-11-22 08:56:00,2011-11-22 08:56:00,0
16957,238,2,416.64,2,3,2,At Risk,UNITED KINGDOM,16,2,15,2011-03-03 09:25:00,2011-04-14 13:56:00,42
16958,434,1,778.49,1,2,3,At Risk,UNITED KINGDOM,70,1,69,2010-09-30 14:25:00,2010-09-30 14:25:00,0
16959,86,1,117.35,3,2,1,Potential Loyalists,UNITED KINGDOM,7,1,7,2011-09-13 15:03:00,2011-09-13 15:03:00,0
16960,38,8,1988.93,4,5,4,Champions,UNITED KINGDOM,448,8,333,2010-03-02 13:36:00,2011-11-01 11:35:00,608
16961,115,3,794.56,3,3,3,Loyal Customers,UNITED KINGDOM,52,3,52,2010-06-25 14:36:00,2011-08-15 13:46:00,415
16962,409,1,251.04,1,2,1,At Risk,UNITED KINGDOM,15,1,15,2010-10-26 11:36:00,2010-10-26 11:36:00,0
16963,186,1,110.55,3,2,1,Potential Loyalists,UNITED KINGDOM,7,1,7,2011-06-05 13:48:00,2011-06-05 13:48:00,0
16964,732,2,207.85,1,3,1,At Risk,UNITED KINGDOM,6,2,6,2009-12-06 12:51:00,2009-12-06 12:53:00,0
16965,226,1,192.07,2,2,1,At Risk,UNITED KINGDOM,25,1,25,2011-04-27 12:08:00,2011-04-27 12:08:00,0
16966,7,7,2154.97,5,4,4,Champions,UNITED KINGDOM,28,7,8,2011-04-13 14:17:00,2011-12-01 13:40:00,231
16967,188,1,319.02,2,2,2,At Risk,UNITED KINGDOM,21,1,21,2011-06-03 14:24:00,2011-06-03 14:24:00,0
16968,3,2,439.43,5,3,2,Loyal Customers,UNITED KINGDOM,31,2,31,2011-08-24 10:51:00,2011-12-05 15:02:00,103
16969,38,3,650.41,4,3,3,Loyal Customers,UNITED KINGDOM,42,3,42,2011-06-01 12:10:00,2011-10-31 13:12:00,152
16970,625,1,71.4,1,2,1,At Risk,UNITED KINGDOM,2,1,2,2010-03-23 13:50:00,2010-03-23 13:50:00,0
16971,37,1,357.21,4,2,2,Potential Loyalists,UNITED KINGDOM,41,1,40,2011-11-01 15:06:00,2011-11-01 15:06:00,0
16972,382,2,749.0,2,3,3,At Risk,UNITED KINGDOM,82,2,54,2010-09-09 11:20:00,2010-11-22 10:59:00,73
16973,385,1,127.0,2,2,1,At Risk,UNITED KINGDOM,6,1,6,2010-11-18 13:56:00,2010-11-18 13:56:00,0
16974,522,2,365.5,1,3,2,At Risk,UNITED KINGDOM,8,2,5,2010-05-24 10:43:00,2010-07-05 10:18:00,41
16975,422,3,926.12,1,3,3,At Risk,UNITED KINGDOM,45,3,44,2010-07-22 11:38:00,2010-10-12 17:53:00,82
16976,266,1,251.52,2,2,1,At Risk,UNITED KINGDOM,2,1,2,2011-03-17 16:33:00,2011-03-17 16:33:00,0
16977,394,4,496.0,2,4,2,At Risk,UNITED KINGDOM,28,4,25,2010-03-18 11:06:00,2010-11-09 13:17:00,236
16978,77,3,768.88,3,3,3,Loyal Customers,UNITED KINGDOM,67,3,65,2010-02-11 16:27:00,2011-09-23 12:50:00,588
16979,3,9,2859.74,5,5,4,Champions,UNITED KINGDOM,129,9,82,2010-09-15 14:30:00,2011-12-06 12:21:00,446
16980,254,3,1422.83,2,3,4,At Risk,UNITED KINGDOM,106,3,91,2010-10-07 14:05:00,2011-03-29 16:36:00,173
16982,60,1,384.06,3,2,2,Potential Loyalists,UNITED KINGDOM,22,1,22,2011-10-10 12:28:00,2011-10-10 12:28:00,0
16983,12,11,3490.53,5,5,5,Champions,UNITED KINGDOM,231,11,151,2010-09-19 12:38:00,2011-11-27 12:10:00,433
16984,87,9,10350.53,3,5,5,Big Spenders,UNITED KINGDOM,1072,9,669,2010-03-07 15:34:00,2011-09-12 13:43:00,553
16985,16,23,10923.16,5,5,5,Champions,UNITED KINGDOM,243,23,130,2009-12-10 13:34:00,2011-11-22 13:33:00,711
16986,29,11,4888.75,4,5,5,Champions,UNITED KINGDOM,174,11,65,2010-02-04 14:46:00,2011-11-10 11:55:00,643
16987,2,11,2499.45,5,5,4,Champions,UNITED KINGDOM,260,11,154,2009-12-02 14:34:00,2011-12-06 17:26:00,734
16988,4,2,382.67,5,3,2,Loyal Customers,UNITED KINGDOM,20,2,20,2010-11-25 09:22:00,2011-12-04 16:02:00,374
16989,6,6,1133.25,5,4,3,Champions,UNITED KINGDOM,12,6,7,2011-07-12 09:11:00,2011-12-02 16:39:00,143
16990,218,2,344.0,2,3,2,At Risk,UNITED KINGDOM,2,2,1,2010-10-13 11:42:00,2011-05-05 08:30:00,203
16991,420,1,1041.21,1,2,3,At Risk,UNITED KINGDOM,74,1,74,2010-10-14 14:08:00,2010-10-14 14:08:00,0
16992,10,13,5476.5,5,5,5,Champions,UNITED KINGDOM,285,13,212,2010-02-11 12:36:00,2011-11-29 11:50:00,655
16993,463,2,1950.95,1,3,4,At Risk,UNITED KINGDOM,28,2,19,2010-05-12 13:55:00,2010-09-02 12:16:00,112
16996,29,9,2123.61,4,5,4,Champions,UNITED KINGDOM,75,9,32,2010-10-18 12:24:00,2011-11-09 16:43:00,387
16997,287,3,702.0,2,3,3,At Risk,UNITED KINGDOM,12,3,7,2011-01-18 11:51:00,2011-02-24 17:28:00,37
16998,149,5,402.0,3,4,2,Loyal Customers,UNITED KINGDOM,6,5,2,2010-09-21 14:39:00,2011-07-13 09:44:00,294
16999,22,2,484.82,4,3,2,Loyal Customers,UNITED KINGDOM,23,2,21,2011-09-26 15:43:00,2011-11-16 13:53:00,50
17000,395,2,406.3,2,3,2,At Risk,UNITED KINGDOM,30,2,26,2010-10-27 14:16:00,2010-11-08 13:35:00,11
17001,0,19,6640.8,5,5,5,Champions,UNITED KINGDOM,275,19,108,2010-03-25 12:41:00,2011-12-09 09:38:00,623
17002,85,7,2571.55,3,4,4,Big Spenders,UNITED KINGDOM,84,7,64,2010-03-08 15:46:00,2011-09-15 12:40:00,555
17003,401,4,828.21,2,4,3,At Risk,UNITED KINGDOM,111,4,90,2010-05-10 11:20:00,2010-11-02 13:15:00,176
17004,45,4,2324.36,4,4,4,Champions,UNITED KINGDOM,69,4,48,2010-10-11 15:43:00,2011-10-24 14:25:00,377
17005,470,2,622.36,1,3,3,At Risk,UNITED KINGDOM,18,2,14,2010-04-30 10:55:00,2010-08-26 10:57:00,118
17006,4,8,1635.27,5,5,4,Champions,UNITED KINGDOM,129,8,103,2010-03-05 13:33:00,2011-12-05 12:09:00,639
17007,50,7,1120.1,4,4,3,Champions,UNITED KINGDOM,67,7,63,2010-09-28 13:51:00,2011-10-20 10:47:00,386
17008,428,1,81.36,1,2,1,At Risk,UNITED KINGDOM,1,1,1,2010-10-06 15:19:00,2010-10-06 15:19:00,0
17009,550,1,242.06,1,2,1,At Risk,UNITED KINGDOM,11,1,10,2010-06-06 16:01:00,2010-06-06 16:01:00,0
17010,17,1,195.36,5,2,1,Potential Loyalists,UNITED KINGDOM,11,1,11,2011-11-21 14:49:00,2011-11-21 14:49:00,0
17011,29,3,671.7,4,3,3,Loyal Customers,UNITED KINGDOM,28,3,27,2010-02-26 09:47:00,2011-11-09 13:30:00,621
17012,724,1,360.61,1,2,2,At Risk,UNITED KINGDOM,36,1,34,2009-12-14 17:34:00,2009-12-14 17:34:00,0
17014,7,3,583.43,5,3,2,Loyal Customers,UNITED KINGDOM,72,3,63,2011-10-04 11:36:00,2011-12-01 14:09:00,58
17015,28,3,1838.61,4,3,4,Big Spenders,UNITED KINGDOM,214,3,182,2011-06-07 13:19:00,2011-11-11 10:45:00,156
17016,576,1,552.4,1,2,2,At Risk,UNITED KINGDOM,41,1,41,2010-05-12 12:32:00,2010-05-12 12:32:00,0
17017,2,29,12576.99,5,5,5,Champions,UNITED KINGDOM,378,29,120,2009-12-03 13:22:00,2011-12-07 09:32:00,733
17018,40,6,2287.7,4,4,4,Champions,UNITED KINGDOM,37,6,26,2009-12-05 10:27:00,2011-10-30 11:42:00,694
17019,10,11,3586.99,5,5,5,Champions,UNITED KINGDOM,641,11,343,2009-12-02 11:52:00,2011-11-28 13:06:00,726
17020,541,2,935.62,1,3,3,At Risk,UNITED KINGDOM,69,2,64,2010-03-03 12:27:00,2010-06-15 13:06:00,104
17021,441,6,1182.22,1,4,3,At Risk,UNITED KINGDOM,48,6,35,2010-04-29 20:05:00,2010-09-23 20:01:00,146
17022,30,2,260.0,4,3,1,Loyal Customers,UNITED KINGDOM,16,2,16,2010-10-03 10:27:00,2011-11-08 17:09:00,401
17023,416,3,800.18,1,3,3,At Risk,UNITED KINGDOM,49,3,48,2010-01-11 15:09:00,2010-10-18 15:37:00,280
17024,44,3,95.85,4,3,1,Loyal Customers,UNITED KINGDOM,3,3,2,2011-07-05 09:31:00,2011-10-25 13:47:00,112
17025,60,5,1349.67,3,4,4,Big Spenders,UNITED KINGDOM,37,5,31,2010-03-08 13:37:00,2011-10-10 09:06:00,580
17026,184,3,175.83,3,3,1,Loyal Customers,UNITED KINGDOM,5,3,4,2010-10-18 15:22:00,2011-06-07 14:28:00,231
17027,78,9,1310.63,3,5,4,Big Spenders,UNITED KINGDOM,178,9,126,2009-12-10 12:10:00,2011-09-22 12:24:00,651
17028,580,3,1593.83,1,3,4,At Risk,UNITED KINGDOM,95,3,85,2009-12-18 14:28:00,2010-05-07 15:33:00,140
17029,110,7,2137.3,3,4,4,Big Spenders,UNITED KINGDOM,29,7,19,2010-02-14 10:19:00,2011-08-21 11:06:00,553
17030,63,1,146.87,3,2,1,Potential Loyalists,UNITED KINGDOM,11,1,11,2011-10-07 08:49:00,2011-10-07 08:49:00,0
17031,11,6,2773.85,5,4,4,Champions,UNITED KINGDOM,50,6,34,2010-05-07 14:52:00,2011-11-28 10:23:00,569
17032,602,5,2896.69,1,4,5,At Risk,UNITED KINGDOM,234,5,180,2009-12-10 15:36:00,2010-04-15 14:14:00,125
17033,85,4,1332.79,3,4,4,Big Spenders,UNITED KINGDOM,40,4,33,2010-11-07 12:55:00,2011-09-14 14:34:00,311
17034,15,5,1276.42,5,4,4,Champions,UNITED KINGDOM,58,5,49,2010-07-14 12:55:00,2011-11-23 15:14:00,497
17035,245,4,613.59,2,4,3,At Risk,UNITED KINGDOM,33,4,29,2009-12-03 10:37:00,2011-04-08 11:23:00,491
17036,382,1,176.9,2,2,1,At Risk,UNITED KINGDOM,12,1,12,2010-11-21 14:26:00,2010-11-21 14:26:00,0
17037,87,1,1267.32,3,2,4,Big Spenders,UNITED KINGDOM,75,1,75,2011-09-13 12:49:00,2011-09-13 12:49:00,0
17038,29,2,743.17,4,3,3,Loyal Customers,UNITED KINGDOM,63,2,61,2010-10-20 16:04:00,2011-11-09 13:50:00,384
17039,603,1,1954.99,1,2,4,At Risk,UNITED KINGDOM,44,1,44,2010-04-14 12:56:00,2010-04-14 12:56:00,0
17040,137,2,463.25,3,3,2,Loyal Customers,UNITED KINGDOM,16,2,15,2010-06-07 15:08:00,2011-07-25 10:19:00,412
17041,26,6,1655.2,4,4,4,Champions,UNITED KINGDOM,126,6,93,2010-04-18 14:25:00,2011-11-13 11:21:00,573
17042,2,5,1036.58,5,4,3,Champions,UNITED KINGDOM,97,5,74,2011-04-06 14:53:00,2011-12-07 12:26:00,244
17043,31,8,2593.65,4,5,4,Champions,UNITED KINGDOM,199,8,175,2009-12-09 15:20:00,2011-11-07 15:33:00,698
17044,24,12,11962.3,4,5,5,Champions,UNITED KINGDOM,149,12,92,2009-12-07 12:25:00,2011-11-14 14:28:00,707
17045,112,5,827.68,3,4,3,Loyal Customers,UNITED KINGDOM,53,5,44,2010-10-06 14:52:00,2011-08-18 17:09:00,316
17046,156,5,1906.07,3,4,4,Big Spenders,UNITED KINGDOM,85,5,76,2010-03-29 13:46:00,2011-07-05 14:24:00,463
17047,84,6,2289.23,3,4,4,Big Spenders,UNITED KINGDOM,142,6,114,2009-12-08 08:48:00,2011-09-15 13:27:00,646
17048,117,7,2071.68,3,4,4,Big Spenders,UNITED KINGDOM,101,7,88,2010-01-18 13:55:00,2011-08-14 11:49:00,572
17049,2,19,9942.53,5,5,5,Champions,UNITED KINGDOM,558,19,316,2010-03-04 10:23:00,2011-12-07 10:48:00,643
17050,95,11,4648.59,3,5,5,Big Spenders,UNITED KINGDOM,349,11,193,2010-01-26 14:54:00,2011-09-04 13:48:00,585
17051,193,4,706.49,2,4,3,At Risk,UNITED KINGDOM,155,4,107,2010-03-21 14:55:00,2011-05-29 14:13:00,433
17052,27,1,399.09,4,2,2,Potential Loyalists,UNITED KINGDOM,83,1,72,2011-11-11 14:50:00,2011-11-11 14:50:00,0
17053,130,1,498.48,3,2,2,Potential Loyalists,UNITED KINGDOM,13,1,13,2011-08-01 10:23:00,2011-08-01 10:23:00,0
17054,27,5,1356.33,4,4,4,Champions,UNITED KINGDOM,83,5,64,2011-04-08 13:14:00,2011-11-11 12:56:00,216
17055,445,1,232.85,1,2,1,At Risk,UNITED KINGDOM,26,1,24,2010-09-20 12:21:00,2010-09-20 12:21:00,0
17056,737,1,128.6,1,2,1,At Risk,UNITED KINGDOM,8,1,8,2009-12-01 12:55:00,2009-12-01 12:55:00,0
17057,595,1,288.79,1,2,2,At Risk,UNITED KINGDOM,49,1,47,2010-04-22 19:21:00,2010-04-22 19:21:00,0
17058,81,3,1179.89,3,3,3,Loyal Customers,UNITED KINGDOM,62,3,51,2011-04-14 09:18:00,2011-09-19 10:13:00,158
17059,29,9,4864.57,4,5,5,Champions,UNITED KINGDOM,721,9,349,2010-01-26 14:43:00,2011-11-10 12:27:00,652
17060,265,1,234.24,2,2,1,At Risk,UNITED KINGDOM,5,1,5,2011-03-18 13:27:00,2011-03-18 13:27:00,0
17061,73,11,5232.23,3,5,5,Big Spenders,UNITED KINGDOM,99,11,57,2011-04-21 13:29:00,2011-09-27 11:24:00,158
17062,313,6,884.71,2,4,3,At Risk,UNITED KINGDOM,120,6,81,2010-09-26 11:57:00,2011-01-30 11:01:00,125
17063,20,13,3638.53,4,5,5,Champions,UNITED KINGDOM,205,13,150,2009-12-01 12:36:00,2011-11-18 16:19:00,717
17064,58,3,855.45,4,3,3,Loyal Customers,UNITED KINGDOM,61,3,53,2011-01-16 16:10:00,2011-10-12 10:18:00,268
17065,637,2,194.7,1,3,1,At Risk,UNITED KINGDOM,12,2,6,2010-03-12 11:40:00,2010-03-12 11:41:00,0
17066,725,1,228.34,1,2,1,At Risk,UNITED KINGDOM,18,1,17,2009-12-13 13:24:00,2009-12-13 13:24:00,0
17067,724,3,454.54,1,3,2,At Risk,UNITED KINGDOM,13,3,8,2009-12-08 12:03:00,2009-12-15 08:39:00,6
17068,11,47,8980.18,5,5,5,Champions,UNITED KINGDOM,994,47,249,2010-03-28 14:26:00,2011-11-27 13:14:00,608
17069,27,14,5517.23,4,5,5,Champions,UNITED KINGDOM,284,14,202,2009-12-03 12:27:00,2011-11-11 17:13:00,708
17070,113,2,437.42,3,3,2,Loyal Customers,UNITED KINGDOM,103,2,102,2010-10-25 15:57:00,2011-08-17 17:01:00,296
17071,27,13,3793.71,4,5,5,Champions,UNITED KINGDOM,211,13,141,2010-01-24 13:05:00,2011-11-11 16:31:00,656
17072,624,1,273.35,1,2,1,At Risk,UNITED KINGDOM,21,1,20,2010-03-24 16:33:00,2010-03-24 16:33:00,0
17073,17,4,1444.84,5,4,4,Champions,UNITED KINGDOM,173,4,141,2011-08-22 14:37:00,2011-11-22 11:47:00,91
17074,562,1,203.05,1,2,1,At Risk,UNITED KINGDOM,4,1,4,2010-05-26 12:04:00,2010-05-26 12:04:00,0
17075,17,10,2236.63,5,5,4,Champions,UNITED KINGDOM,199,10,153,2009-12-14 11:24:00,2011-11-22 11:58:00,708
17076,35,6,1242.75,4,4,4,Champions,UNITED KINGDOM,50,6,31,2009-12-04 12:12:00,2011-11-03 17:53:00,699
17077,577,1,306.0,1,2,2,At Risk,UNITED KINGDOM,1,1,1,2010-05-10 16:36:00,2010-05-10 16:36:00,0
17078,35,2,375.86,4,3,2,Loyal Customers,UNITED KINGDOM,27,2,27,2011-11-03 18:49:00,2011-11-03 19:17:00,0
17079,77,1,118.8,3,2,1,Potential Loyalists,UNITED KINGDOM,2,1,2,2011-09-22 15:34:00,2011-09-22 15:34:00,0
17080,21,7,957.53,4,4,3,Champions,UNITED KINGDOM,33,7,26,2010-07-01 16:03:00,2011-11-17 12:59:00,503
17081,24,6,949.39,4,4,3,Champions,UNITED KINGDOM,207,6,166,2010-02-22 13:19:00,2011-11-14 12:56:00,629
17082,32,6,4732.03,4,4,5,Champions,UNITED KINGDOM,170,6,117,2009-12-15 11:25:00,2011-11-06 15:17:00,691
17083,108,9,4049.79,3,5,5,Big Spenders,UNITED KINGDOM,115,9,30,2010-02-09 11:46:00,2011-08-22 15:43:00,559
17084,34,3,5001.21,4,3,5,Big Spenders,UNITED KINGDOM,281,3,263,2010-11-08 14:20:00,2011-11-04 14:54:00,361
17085,122,28,7839.27,3,5,5,Big Spenders,UNITED KINGDOM,985,28,410,2009-12-06 12:16:00,2011-08-08 14:15:00,610
17086,6,6,2050.08,5,4,4,Champions,UNITED KINGDOM,96,6,76,2011-10-07 11:22:00,2011-12-02 13:54:00,56
17087,737,1,221.53,1,2,1,At Risk,UNITED KINGDOM,12,1,12,2009-12-02 10:41:00,2009-12-02 10:41:00,0
17088,27,4,1991.01,4,4,4,Champions,UNITED KINGDOM,115,4,96,2011-03-31 09:48:00,2011-11-11 14:23:00,225
17089,385,1,128.45,2,2,1,At Risk,UNITED KINGDOM,4,1,4,2010-11-18 15:33:00,2010-11-18 15:33:00,0
17090,3,13,3080.18,5,5,5,Champions,UNITED KINGDOM,90,13,54,2010-07-19 16:02:00,2011-12-05 13:44:00,503
17091,2,19,7495.75,5,5,5,Champions,UNITED KINGDOM,455,19,242,2009-12-16 15:45:00,2011-12-07 10:43:00,720
17092,49,11,5511.41,4,5,5,Champions,UNITED KINGDOM,392,11,273,2010-02-02 16:42:00,2011-10-20 19:51:00,625
17093,592,1,235.88,1,2,1,At Risk,UNITED KINGDOM,13,1,13,2010-04-26 10:22:00,2010-04-26 10:22:00,0
17094,321,2,402.2,2,3,2,At Risk,UNITED KINGDOM,18,2,18,2010-10-12 10:48:00,2011-01-21 13:09:00,101
17095,22,7,2572.25,4,4,4,Champions,UNITED KINGDOM,137,7,110,2009-12-15 12:32:00,2011-11-17 12:21:00,701
17096,14,11,3697.93,5,5,5,Champions,UNITED KINGDOM,205,11,162,2010-06-02 14:48:00,2011-11-24 15:01:00,540
17097,1,9,1143.36,5,5,3,Champions,SPAIN,267,9,182,2010-10-05 14:09:00,2011-12-07 17:05:00,428
17098,381,3,591.07,2,3,2,At Risk,UNITED KINGDOM,18,3,10,2010-06-17 10:30:00,2010-11-23 12:13:00,159
17099,532,1,582.17,1,2,2,At Risk,UNITED KINGDOM,40,1,40,2010-06-24 16:25:00,2010-06-24 16:25:00,0
17100,17,2,971.74,5,3,3,Loyal Customers,UNITED KINGDOM,65,2,65,2011-11-21 16:36:00,2011-11-21 16:36:00,0
17101,9,7,2507.05,5,4,4,Champions,UNITED KINGDOM,73,7,54,2010-06-07 15:12:00,2011-11-29 13:57:00,539
17102,261,1,25.5,2,2,1,At Risk,UNITED KINGDOM,1,1,1,2011-03-23 10:08:00,2011-03-23 10:08:00,0
17103,721,1,424.3,1,2,2,At Risk,UNITED KINGDOM,32,1,32,2009-12-17 14:08:00,2009-12-17 14:08:00,0
17104,423,1,474.03,1,2,2,At Risk,UNITED KINGDOM,19,1,19,2010-10-12 12:21:00,2010-10-12 12:21:00,0
17105,158,2,665.78,3,3,3,Loyal Customers,UNITED KINGDOM,90,2,80,2011-02-06 14:46:00,2011-07-03 15:53:00,147
17106,388,1,481.58,2,2,2,At Risk,UNITED KINGDOM,51,1,51,2010-11-15 14:11:00,2010-11-15 14:11:00,0
17107,32,10,16052.72,4,5,5,Champions,UNITED KINGDOM,670,10,377,2010-01-31 15:47:00,2011-11-06 14:14:00,643
17108,663,1,174.95,1,2,1,At Risk,UNITED KINGDOM,9,1,9,2010-02-14 12:22:00,2010-02-14 12:22:00,0
17109,28,8,1291.71,4,5,4,Champions,UNITED KINGDOM,139,8,124,2010-07-30 12:42:00,2011-11-10 16:59:00,468
17110,164,3,499.9,3,3,2,Loyal Customers,UNITED KINGDOM,49,3,38,2010-04-08 13:32:00,2011-06-27 12:58:00,444
17111,46,2,459.58,4,3,2,Loyal Customers,UNITED KINGDOM,48,2,44,2010-10-10 15:21:00,2011-10-23 15:59:00,378
17112,502,1,197.57,1,2,1,At Risk,UNITED KINGDOM,47,1,44,2010-07-25 11:14:00,2010-07-25 11:14:00,0
17113,573,6,2305.59,1,4,4,At Risk,UNITED KINGDOM,158,6,122,2010-01-11 10:14:00,2010-05-14 13:59:00,123
17114,5,8,801.12,5,5,3,Champions,UNITED KINGDOM,123,8,85,2011-01-09 11:39:00,2011-12-04 12:17:00,329
17115,7,7,2761.49,5,4,4,Champions,UNITED KINGDOM,120,7,102,2009-12-05 12:13:00,2011-12-01 14:30:00,726
17116,647,1,389.78,1,2,2,At Risk,UNITED KINGDOM,47,1,47,2010-03-01 16:29:00,2010-03-01 16:29:00,0
17117,287,1,116.2,2,2,1,At Risk,UNITED KINGDOM,9,1,9,2011-02-24 13:54:00,2011-02-24 13:54:00,0
17118,317,1,157.02,2,2,1,At Risk,UNITED KINGDOM,10,1,10,2011-01-26 12:19:00,2011-01-26 12:19:00,0
17119,2,2,606.91,5,3,3,Loyal Customers,UNITED KINGDOM,35,2,35,2011-10-11 11:03:00,2011-12-06 14:40:00,56
17120,232,1,307.46,2,2,2,At Risk,UNITED KINGDOM,18,1,18,2011-04-20 15:21:00,2011-04-20 15:21:00,0
17121,402,1,314.74,2,2,2,At Risk,UNITED KINGDOM,12,1,12,2010-11-02 11:47:00,2010-11-02 11:47:00,0
17122,118,4,570.5,3,4,2,Loyal Customers,UNITED KINGDOM,30,4,23,2010-07-28 09:34:00,2011-08-12 14:33:00,380
17123,161,3,966.67,3,3,3,Loyal Customers,UNITED KINGDOM,42,3,36,2010-05-16 11:52:00,2011-07-01 10:47:00,410
17124,184,1,294.24,3,2,2,Potential Loyalists,UNITED KINGDOM,31,1,31,2011-06-07 14:02:00,2011-06-07 14:02:00,0
17125,49,1,230.5,4,2,1,Potential Loyalists,UNITED KINGDOM,35,1,34,2011-10-20 14:41:00,2011-10-20 14:41:00,0
17126,151,9,2008.93,3,5,4,Big Spenders,UNITED KINGDOM,444,9,294,2010-08-31 13:41:00,2011-07-10 13:52:00,313
17127,428,5,1155.03,1,4,3,At Risk,UNITED KINGDOM,37,5,27,2009-12-04 15:18:00,2010-10-07 09:54:00,306
17128,334,1,157.09,2,2,1,At Risk,UNITED KINGDOM,14,1,14,2011-01-09 12:02:00,2011-01-09 12:02:00,0
17129,519,1,31.85,1,2,1,At Risk,UNITED KINGDOM,2,1,2,2010-07-07 13:46:00,2010-07-07 13:46:00,0
17131,4,5,2463.17,5,4,4,Champions,UNITED KINGDOM,134,5,78,2011-09-25 12:42:00,2011-12-04 12:52:00,70
17132,451,2,1220.91,1,3,4,At Risk,UNITED KINGDOM,71,2,62,2010-08-08 13:49:00,2010-09-13 16:31:00,36
17133,15,12,14622.33,5,5,5,Champions,UNITED KINGDOM,56,12,22,2010-03-21 12:31:00,2011-11-24 12:27:00,612
17134,106,3,625.3,3,3,3,Loyal Customers,UNITED KINGDOM,36,3,31,2010-09-23 18:32:00,2011-08-25 09:53:00,335
17135,15,10,1716.38,5,5,4,Champions,UNITED KINGDOM,142,10,97,2010-05-09 16:03:00,2011-11-23 16:48:00,563
17136,661,1,231.68,1,2,1,At Risk,UNITED KINGDOM,14,1,14,2010-02-15 13:13:00,2010-02-15 13:13:00,0
17137,415,6,1099.81,1,4,3,At Risk,UNITED KINGDOM,167,6,125,2010-01-31 12:27:00,2010-10-19 14:51:00,261
17138,275,7,4417.27,2,4,5,At Risk,UNITED KINGDOM,256,7,234,2010-02-04 14:19:00,2011-03-09 11:54:00,397
17139,15,25,19566.76,5,5,5,Champions,UNITED KINGDOM,808,25,447,2010-01-11 11:31:00,2011-11-24 10:12:00,681
17140,246,1,454.12,2,2,2,At Risk,UNITED KINGDOM,18,1,16,2011-04-06 13:33:00,2011-04-06 13:33:00,0
17141,417,4,727.58,1,4,3,At Risk,UNITED KINGDOM,162,4,138,2010-01-24 14:19:00,2010-10-17 14:54:00,266
17142,238,4,1275.25,2,4,4,At Risk,UNITED KINGDOM,89,4,78,2010-01-24 15:23:00,2011-04-14 18:22:00,445
17143,416,2,880.97,1,3,3,At Risk,UNITED KINGDOM,112,2,82,2010-07-12 13:26:00,2010-10-18 15:27:00,98
17144,0,2,984.57,5,3,3,Loyal Customers,UNITED KINGDOM,48,2,42,2011-09-16 12:50:00,2011-12-08 17:57:00,83
17145,512,4,3120.91,1,4,5,At Risk,UNITED KINGDOM,180,4,168,2010-02-19 12:07:00,2010-07-15 09:02:00,145
17146,105,13,5852.64,3,5,5,Big Spenders,UNITED KINGDOM,301,13,164,2010-02-02 09:39:00,2011-08-26 12:44:00,570
